age,income,experience_years,education_years,hours_worked_per_week,satisfaction_score,department,city,performance_rating,projects_completed,training_hours,remote_work_ratio,tenure_years,overtime_hours,target_salary
60.0,68618.24,41.0,16.0,41.1,4.96,Finance,Chittagong,2.0,5.0,19.3,0.868,41.0,4.0,70111.21
35.0,49943.76,14.0,9.0,47.9,8.79,Finance,Sylhet,4.0,5.0,5.7,0.065,13.0,3.4,46246.0
29.0,43448.99,8.0,17.0,42.5,9.56,Sales,Dhaka,4.0,4.0,7.9,0.143,8.0,9.7,50394.95
63.0,69066.87,43.0,17.0,,7.31,Sales,Dhaka,4.0,9.0,24.0,0.532,41.0,7.9,69167.73
59.0,73855.22,37.0,12.0,36.7,5.63,Engineering,Chittagong,4.0,5.0,0.8,0.56,,7.9,69740.07
52.0,66518.34,32.0,15.0,39.5,7.89,HR,Dhaka,2.0,3.0,10.2,0.166,,6.6,64599.7
69.0,78575.22,50.0,15.0,52.5,6.83,Engineering,Rajshahi,5.0,4.0,20.1,0.325,48.0,8.5,81368.03
68.0,61945.57,50.0,10.0,42.5,5.02,Marketing,Dhaka,3.0,6.0,9.4,0.356,49.0,5.3,61496.18
51.0,50881.99,31.0,11.0,37.5,3.87,Sales,Sylhet,3.0,2.0,23.9,0.606,30.0,4.3,55130.31
65.0,82410.49,46.0,14.0,37.1,5.12,Engineering,Chittagong,4.0,6.0,33.1,0.412,46.0,0.0,76951.53
47.0,56832.03,25.0,9.0,40.2,5.7,Marketing,Dhaka,5.0,3.0,4.0,0.374,23.0,4.8,52264.85
66.0,69762.96,45.0,9.0,29.8,9.02,Sales,Sylhet,4.0,4.0,3.1,0.558,,2.1,82765.86
22.0,39255.62,4.0,18.0,58.8,8.85,HR,Chittagong,4.0,6.0,6.8,0.724,3.0,6.5,26688.44
41.0,49773.44,21.0,10.0,29.8,5.75,Engineering,Khulna,4.0,6.0,35.4,0.286,21.0,6.6,53792.16
52.0,51317.23,33.0,10.0,48.4,6.52,Marketing,Sylhet,1.0,2.0,39.2,0.866,32.0,6.5,57864.06
23.0,46208.22,5.0,19.0,49.4,9.0,HR,Dhaka,4.0,7.0,,0.745,5.0,5.2,
,67333.11,43.0,14.0,48.7,7.05,Marketing,Khulna,3.0,5.0,111.0,0.918,41.0,7.0,67111.92
55.0,57681.03,34.0,9.0,44.2,8.86,Finance,Khulna,4.0,8.0,3.6,0.49,32.0,5.0,54848.14
30.0,40456.7,11.0,13.0,38.2,8.26,Engineering,Chittagong,4.0,7.0,9.7,0.606,9.0,11.1,35218.86
32.0,43634.4,10.0,17.0,41.3,3.91,Sales,Khulna,4.0,8.0,0.4,0.421,9.0,15.7,38497.73
24.0,39618.52,,13.0,30.5,7.04,Sales,Rajshahi,1.0,8.0,9.6,0.679,3.0,0.0,35036.76
37.0,50801.05,16.0,13.0,36.7,4.23,HR,Khulna,3.0,4.0,1.1,0.226,16.0,8.2,40052.6
31.0,56106.88,12.0,8.0,62.8,,Engineering,Dhaka,3.0,4.0,2.5,,10.0,1.7,35482.88
22.0,34148.03,3.0,19.0,38.9,5.68,Marketing,Sylhet,4.0,6.0,36.3,0.667,1.0,0.7,38197.31
43.0,55937.38,24.0,8.0,31.7,8.74,Finance,Khulna,4.0,4.0,33.4,0.207,24.0,3.3,42786.68
32.0,32389.62,13.0,18.0,29.7,7.58,Sales,Rajshahi,5.0,7.0,13.6,0.366,,5.9,45935.7
54.0,57599.9,35.0,17.0,32.6,8.12,Sales,Chittagong,3.0,4.0,33.7,0.692,34.0,1.5,68993.91
41.0,62588.53,20.0,14.0,49.7,6.31,Engineering,Dhaka,4.0,4.0,6.9,0.1,20.0,7.6,60903.99
22.0,41567.84,3.0,13.0,,,HR,Rajshahi,3.0,3.0,10.8,,2.0,3.8,29006.04
30.0,47096.47,12.0,12.0,43.2,6.23,HR,Dhaka,2.0,4.0,5.5,0.042,11.0,5.6,41927.34
66.0,77236.6,47.0,8.0,26.6,6.4,Sales,Rajshahi,3.0,7.0,4.9,0.631,46.0,3.9,77480.64
49.0,60586.47,27.0,16.0,43.8,6.48,Sales,Khulna,4.0,1.0,25.6,0.764,27.0,,61096.8
54.0,64153.98,35.0,11.0,45.3,5.98,Engineering,Khulna,1.0,2.0,48.1,0.107,34.0,,58871.6
61.0,60983.49,41.0,18.0,51.9,8.55,Engineering,Dhaka,5.0,2.0,19.8,0.797,41.0,11.7,68664.29
37.0,42006.51,16.0,8.0,44.6,7.02,Engineering,Rajshahi,3.0,10.0,29.3,0.769,16.0,4.2,39252.9
26.0,45065.57,8.0,13.0,28.5,7.65,Marketing,Rajshahi,3.0,2.0,2.2,0.283,8.0,0.7,41781.52
29.0,32726.63,11.0,9.0,39.8,5.83,Engineering,Chittagong,3.0,7.0,28.5,0.319,10.0,8.2,32682.96
35.0,39552.64,17.0,19.0,44.5,7.21,HR,Sylhet,4.0,4.0,42.1,0.396,15.0,4.9,43724.03
47.0,65501.34,26.0,,41.8,5.99,Sales,Sylhet,4.0,,51.8,0.221,24.0,9.4,58929.89
32.0,39474.72,11.0,16.0,29.9,7.18,Sales,Khulna,1.0,3.0,14.0,0.821,9.0,12.4,30374.59
27.0,44086.6,8.0,14.0,37.9,6.47,Engineering,Khulna,4.0,5.0,23.4,0.251,8.0,7.0,40882.57
19.0,51399.6,0.0,10.0,41.0,6.35,Finance,Rajshahi,4.0,7.0,7.0,0.894,0.0,2.9,37834.79
,73794.97,43.0,11.0,32.9,5.81,Engineering,Dhaka,4.0,8.0,2.6,0.646,42.0,2.8,76409.77
51.0,69330.34,31.0,12.0,50.1,5.29,Marketing,Chittagong,1.0,1.0,25.6,0.422,29.0,6.7,55714.99
19.0,53309.9,0.0,8.0,54.1,,Engineering,Dhaka,4.0,6.0,21.8,0.534,0.0,8.5,39177.38
26.0,,6.0,13.0,42.3,5.83,engineering,Khulna,3.0,3.0,47.6,0.174,4.0,7.3,33335.37
63.0,79101.79,45.0,16.0,45.9,4.04,HR,Sylhet,3.0,8.0,16.5,0.626,43.0,0.0,86809.45
45.0,61381.47,27.0,8.0,45.4,6.87,Engineering,Chittagong,1.0,,41.7,0.133,27.0,0.0,53493.54
51.0,74836.49,29.0,,25.2,4.99,Engineering,Chittagong,4.0,4.0,,0.872,29.0,5.8,67746.82
31.0,41692.16,11.0,15.0,47.4,4.06,Marketing,Chittagong,3.0,11.0,6.8,0.708,11.0,1.5,39707.72
66.0,70777.97,47.0,17.0,53.9,8.32,Finance,Khulna,3.0,6.0,15.9,0.527,46.0,0.0,77045.16
57.0,69269.08,38.0,14.0,36.0,7.83,Finance,Rajshahi,4.0,3.0,5.1,0.267,38.0,6.0,62762.57
18.0,31709.13,0.0,17.0,47.9,6.22,Engineering,Sylhet,4.0,5.0,97.0,0.146,0.0,2.5,33719.86
32.0,,14.0,16.0,35.9,8.72,Engineering,Sylhet,3.0,4.0,21.4,0.473,12.0,4.0,38343.42
,53169.75,13.0,11.0,,5.67,Finance,Rajshahi,5.0,6.0,14.6,0.09,12.0,6.1,54478.63
46.0,58599.2,24.0,12.0,48.0,9.42,Sales,Khulna,4.0,4.0,13.5,0.402,24.0,3.7,53298.74
38.0,46154.42,20.0,11.0,41.5,9.06,HR,Khulna,4.0,6.0,9.7,0.603,19.0,11.8,47069.06
42.0,57833.02,22.0,13.0,53.3,7.98,Finance,Rajshahi,4.0,8.0,46.2,0.894,22.0,4.4,56452.31
45.0,60142.85,26.0,14.0,42.4,7.73,Finance,Dhaka,3.0,6.0,12.6,0.772,24.0,1.9,57106.9
32.0,28076.95,10.0,8.0,40.1,7.36,Sales,Dhaka,4.0,3.0,23.9,0.609,8.0,9.4,29754.42
63.0,63396.85,41.0,9.0,33.2,8.12,Engineering,Rajshahi,3.0,5.0,14.3,0.487,39.0,14.0,65272.78
49.0,69286.93,29.0,14.0,46.7,6.67,Engineering,Rajshahi,3.0,5.0,3.4,0.75,,0.0,70139.44
22.0,30107.52,4.0,10.0,41.1,5.5,Marketing,Chittagong,5.0,7.0,3.3,,4.0,0.0,19322.69
54.0,52231.06,34.0,8.0,60.1,8.44,Engineering,Khulna,1.0,6.0,,0.596,33.0,2.7,57671.26
32.0,29221.69,12.0,14.0,39.3,4.3,Marketing,Khulna,3.0,4.0,2.2,0.491,11.0,9.4,41857.28
60.0,60645.02,38.0,9.0,27.3,6.26,Engineering,Dhaka,5.0,5.0,8.6,0.593,38.0,3.4,68918.66
50.0,46005.55,32.0,13.0,37.3,4.89,HR,Rajshahi,3.0,7.0,26.2,0.334,30.0,9.6,40345.93
48.0,58443.4,30.0,9.0,34.7,6.36,Sales,Sylhet,4.0,4.0,5.4,0.164,29.0,7.8,60005.04
69.0,74869.92,51.0,9.0,33.6,7.85,Engineering,Rajshahi,3.0,8.0,93.7,0.709,50.0,6.5,84753.88
61.0,56555.65,43.0,18.0,38.9,7.04,Engineering,Khulna,3.0,5.0,10.8,0.289,41.0,10.8,58291.69
19.0,40634.52,0.0,11.0,37.3,5.78,Finance,Rajshahi,3.0,8.0,38.9,,0.0,7.4,38758.26
19.0,33558.67,0.0,17.0,32.7,6.11,Marketing,Sylhet,1.0,4.0,1.4,0.376,0.0,0.3,24416.59
44.0,60095.57,25.0,17.0,48.1,5.98,Sales,Dhaka,4.0,4.0,6.1,0.675,24.0,9.9,62921.87
65.0,74617.94,43.0,15.0,38.2,6.85,Engineering,Rajshahi,5.0,4.0,1.1,0.594,41.0,7.2,81484.58
60.0,64578.82,,,16.9,5.82,Finance,Chittagong,3.0,8.0,2.1,0.567,40.0,12.7,58931.31
39.0,55761.18,19.0,12.0,52.0,6.49,Engineering,Khulna,3.0,3.0,37.2,0.332,18.0,0.0,42326.83
66.0,73220.84,44.0,8.0,36.1,8.82,Finance,Dhaka,3.0,7.0,1.0,0.793,44.0,5.6,77391.74
49.0,50471.36,27.0,19.0,28.8,8.48,Marketing,Chittagong,4.0,9.0,50.4,0.628,25.0,3.0,58182.98
43.0,44224.49,23.0,14.0,45.9,6.32,HR,Dhaka,3.0,3.0,27.0,0.774,21.0,16.0,35815.62
56.0,70383.36,34.0,16.0,50.8,7.23,Marketing,Chittagong,4.0,5.0,,0.685,34.0,2.3,69950.54
36.0,58181.44,15.0,15.0,49.1,6.04,Finance,Khulna,5.0,1.0,2.7,0.832,13.0,0.0,
41.0,56552.35,23.0,18.0,37.4,8.19,Sales,Dhaka,4.0,9.0,13.6,0.498,23.0,1.9,68211.21
48.0,73177.21,29.0,8.0,42.0,8.03,Sales,Dhaka,3.0,3.0,5.3,0.181,27.0,0.0,
43.0,56826.45,24.0,15.0,48.9,6.49,HR,Khulna,5.0,7.0,26.4,0.223,24.0,0.0,57582.18
69.0,86468.16,50.0,9.0,27.5,5.95,Sales,Sylhet,3.0,2.0,17.6,0.549,48.0,2.2,84833.31
27.0,39263.32,6.0,14.0,58.4,6.42,Sales,Sylhet,4.0,6.0,20.1,0.734,4.0,5.1,31392.37
29.0,103791.26,9.0,9.0,33.8,7.7,Engineering,Chittagong,3.0,3.0,31.6,0.23,9.0,5.2,87959.7
55.0,58005.84,37.0,,33.2,6.47,HR,Sylhet,5.0,,32.8,0.623,35.0,4.2,55648.26
48.0,48324.32,27.0,18.0,46.1,8.96,HR,Rajshahi,4.0,6.0,3.2,0.251,25.0,6.7,51724.69
47.0,57573.21,27.0,13.0,40.4,4.71,Engineering,Sylhet,4.0,,25.8,0.179,26.0,2.7,61423.06
60.0,78469.13,38.0,9.0,42.3,5.51,Finance,Dhaka,4.0,6.0,14.3,0.78,36.0,3.7,69173.57
21.0,41287.31,3.0,16.0,30.3,5.62,HR,Dhaka,5.0,3.0,10.2,0.581,1.0,1.1,25382.46
21.0,25546.26,0.0,10.0,44.5,7.39,Engineering,Dhaka,3.0,5.0,9.4,0.721,0.0,3.4,22692.51
59.0,,39.0,16.0,32.2,8.36,Engineering,Khulna,4.0,7.0,0.2,0.843,37.0,0.0,75882.82
29.0,38308.04,11.0,13.0,35.4,8.0,HR,Sylhet,2.0,10.0,5.1,0.444,11.0,9.4,40701.94
19.0,25681.25,1.0,19.0,52.0,7.74,HR,Rajshahi,4.0,4.0,29.4,0.373,1.0,5.0,30061.93
57.0,64824.48,39.0,8.0,38.2,7.66,Finance,Rajshahi,4.0,9.0,24.3,0.421,39.0,3.3,63509.45
21.0,35147.93,1.0,16.0,27.3,,Marketing,Khulna,3.0,3.0,7.7,0.378,1.0,10.6,26912.81
38.0,32638.69,17.0,18.0,31.1,7.23,Marketing,Rajshahi,5.0,4.0,44.5,0.516,17.0,1.7,40594.33
56.0,60034.53,38.0,15.0,56.7,7.44,Engineering,Chittagong,,5.0,9.1,0.551,37.0,4.8,58810.09
35.0,36772.27,13.0,9.0,47.6,5.18,HR,Chittagong,5.0,5.0,20.5,,12.0,8.3,45214.08
32.0,25976.2,12.0,18.0,32.5,6.59,HR,Rajshahi,4.0,7.0,19.0,0.2,10.0,10.5,27671.44
60.0,78516.14,39.0,10.0,38.1,7.8,Sales,Dhaka,4.0,4.0,19.7,0.376,38.0,9.1,79762.79
54.0,51798.13,36.0,16.0,45.8,6.31,Finance,Chittagong,3.0,2.0,2.3,0.404,34.0,3.4,64748.98
23.0,32144.58,3.0,14.0,33.6,5.72,Marketing,Dhaka,5.0,3.0,13.1,0.436,3.0,2.8,22891.24
60.0,80534.78,40.0,19.0,39.4,7.69,HR,Chittagong,5.0,5.0,3.6,0.559,38.0,5.0,79900.26
67.0,80643.67,46.0,8.0,43.0,8.32,Engineering,Dhaka,3.0,1.0,2.5,0.69,44.0,7.2,74319.73
41.0,48682.5,23.0,13.0,42.4,8.15,Engineering,Dhaka,4.0,4.0,5.2,0.539,22.0,3.8,43821.42
51.0,61365.57,30.0,11.0,40.8,6.94,Sales,Dhaka,5.0,3.0,9.6,0.347,29.0,8.5,67886.64
24.0,29132.44,2.0,10.0,24.3,7.18,HR,Sylhet,5.0,4.0,62.3,0.358,2.0,2.2,33717.54
30.0,42943.56,11.0,8.0,38.1,8.28,Engineering,Khulna,3.0,8.0,22.1,0.606,10.0,,40399.55
49.0,57711.04,,16.0,23.1,7.58,Engineering,Sylhet,4.0,4.0,15.6,0.269,28.0,4.1,54082.97
52.0,62267.49,34.0,8.0,35.1,4.95,Engineering,Dhaka,3.0,5.0,12.8,0.053,32.0,2.4,72882.05
61.0,,40.0,8.0,56.7,5.03,Engineering,Chittagong,3.0,3.0,66.6,0.193,40.0,8.8,63922.41
36.0,47482.21,14.0,11.0,38.3,6.21,Sales,Sylhet,5.0,6.0,46.3,0.634,13.0,3.5,45826.55
33.0,53256.26,13.0,18.0,30.2,6.97,Sales,Khulna,2.0,5.0,3.5,0.592,12.0,9.5,44449.34
46.0,45082.98,26.0,19.0,57.7,7.34,Engineering,Sylhet,4.0,3.0,0.5,0.322,25.0,5.0,51919.59
46.0,46349.71,,11.0,45.9,9.02,Finance,Khulna,2.0,4.0,30.3,0.377,25.0,0.0,39647.87
37.0,48332.47,16.0,8.0,37.3,8.32,Marketing,Dhaka,4.0,4.0,7.1,0.423,15.0,7.3,47368.64
60.0,56983.78,41.0,9.0,40.8,6.47,HR,Dhaka,5.0,2.0,48.7,0.509,40.0,,61938.19
27.0,37841.49,7.0,18.0,56.3,9.0,HR,Rajshahi,4.0,5.0,20.4,0.542,7.0,1.5,36873.24
62.0,75164.35,41.0,9.0,42.6,3.44,Marketing,Rajshahi,3.0,3.0,20.3,0.603,40.0,1.5,75738.21
44.0,63498.4,25.0,12.0,39.0,5.36,Sales,Chittagong,3.0,8.0,27.2,0.735,24.0,6.8,57455.65
48.0,55214.62,26.0,9.0,,7.32,Sales,Rajshahi,4.0,6.0,15.7,0.159,26.0,6.0,48563.04
62.0,62983.36,41.0,12.0,38.9,5.41,Sales,Chittagong,4.0,3.0,17.5,0.693,41.0,4.0,58367.34
47.0,54628.85,25.0,9.0,32.6,9.0,Sales,Dhaka,3.0,7.0,23.7,0.633,24.0,1.7,56250.03
51.0,59506.86,31.0,18.0,27.9,7.28,Engineering,Rajshahi,5.0,8.0,27.2,0.634,30.0,3.1,50606.44
21.0,33567.35,0.0,16.0,52.6,5.86,Engineering,Rajshahi,4.0,4.0,28.4,0.721,0.0,6.9,29003.56
18.0,30726.97,0.0,18.0,43.8,9.29,Marketing,Chittagong,3.0,7.0,20.5,0.7,0.0,5.9,28872.45
20.0,43716.75,0.0,19.0,53.1,7.08,Marketing,Sylhet,4.0,8.0,0.5,0.384,0.0,5.9,34219.57
,39268.25,,10.0,47.0,9.08,HR,Sylhet,1.0,4.0,13.5,0.648,5.0,14.0,29631.64
47.0,52310.89,26.0,15.0,44.5,6.74,Finance,Dhaka,4.0,,8.9,0.837,24.0,7.5,46734.34
58.0,40971.9,40.0,8.0,43.0,5.32,Sales,Dhaka,3.0,3.0,19.8,0.493,40.0,5.3,51003.93
38.0,42432.79,19.0,15.0,43.4,6.95,HR,Khulna,5.0,4.0,4.0,0.625,17.0,1.3,
64.0,63918.05,42.0,19.0,49.3,7.64,Sales,Sylhet,4.0,8.0,14.7,0.136,42.0,7.4,73194.57
39.0,44000.21,19.0,14.0,34.7,6.4,Finance,Khulna,2.0,4.0,39.0,0.593,18.0,0.0,39748.89
34.0,40781.31,16.0,12.0,36.7,6.29,Finance,Sylhet,4.0,6.0,5.1,0.596,16.0,8.3,39643.24
46.0,70121.28,25.0,19.0,35.0,7.01,Marketing,Rajshahi,3.0,7.0,1.7,0.346,24.0,0.0,65186.72
22.0,41494.51,1.0,9.0,35.6,,Engineering,Khulna,5.0,7.0,11.4,0.587,0.0,0.5,33910.78
60.0,72837.34,39.0,13.0,44.6,6.87,Engineering,Khulna,3.0,7.0,17.4,0.979,38.0,3.9,72702.33
67.0,85588.92,46.0,,38.4,,Engineering,Rajshahi,5.0,4.0,47.1,0.808,44.0,0.0,66505.93
31.0,47466.19,12.0,11.0,29.2,5.55,Sales,Sylhet,3.0,6.0,14.6,0.161,10.0,3.9,43991.93
48.0,68267.54,29.0,17.0,45.1,7.45,Marketing,Chittagong,3.0,5.0,48.0,0.317,29.0,4.7,70898.36
62.0,54268.68,44.0,11.0,45.9,8.72,Sales,Chittagong,3.0,4.0,39.2,0.49,43.0,2.6,63366.49
34.0,54556.97,12.0,13.0,47.9,6.85,HR,Rajshahi,4.0,5.0,6.7,0.507,11.0,0.7,41160.58
,80973.06,48.0,10.0,37.7,7.17,Engineering,Sylhet,5.0,9.0,27.7,0.62,,3.3,79499.83
,46820.98,19.0,10.0,51.8,4.9,Engineering,Dhaka,3.0,7.0,21.0,0.459,17.0,5.7,
54.0,68441.49,36.0,10.0,34.5,8.06,Engineering,Dhaka,4.0,6.0,38.6,0.739,34.0,9.9,71929.55
32.0,,12.0,14.0,28.1,7.26,Finance,Khulna,3.0,6.0,21.6,0.475,12.0,6.3,43483.06
64.0,62119.3,42.0,14.0,34.8,4.55,Sales,Sylhet,5.0,2.0,17.9,0.804,40.0,4.5,68744.05
48.0,67116.64,28.0,17.0,36.7,9.57,Marketing,Rajshahi,1.0,3.0,46.0,0.675,26.0,6.3,64901.78
60.0,79060.26,39.0,9.0,55.5,8.78,HR,Chittagong,3.0,2.0,32.9,0.869,38.0,0.4,75944.91
67.0,69704.63,49.0,11.0,44.8,8.52,HR,Chittagong,3.0,7.0,29.7,0.675,49.0,7.0,72559.84
57.0,71896.44,38.0,18.0,35.3,7.97,Engineering,Dhaka,4.0,4.0,7.0,0.473,38.0,8.0,69742.9
67.0,79008.43,46.0,14.0,42.3,9.05,Engineering,Dhaka,3.0,3.0,5.4,0.283,44.0,0.0,68710.27
65.0,79882.1,43.0,17.0,46.7,8.12,Engineering,Chittagong,3.0,4.0,18.1,0.219,43.0,9.3,74432.24
66.0,67893.01,48.0,9.0,42.7,3.8,Finance,Rajshahi,3.0,5.0,22.0,0.361,47.0,5.4,70633.14
29.0,43454.08,8.0,17.0,19.9,4.5,Sales,Sylhet,3.0,2.0,69.5,0.006,8.0,12.4,43837.13
54.0,69939.48,34.0,16.0,39.6,7.37,Engineering,Sylhet,4.0,2.0,4.8,0.781,32.0,6.0,58168.95
31.0,45838.52,9.0,15.0,37.1,8.08,Sales,Khulna,3.0,3.0,47.2,0.174,9.0,10.6,45293.98
19.0,31091.1,1.0,17.0,23.7,5.89,Sales,Sylhet,4.0,3.0,30.7,0.068,0.0,7.2,22321.95
28.0,37142.98,10.0,15.0,38.6,8.56,Engineering,Sylhet,4.0,5.0,2.6,0.897,10.0,5.0,40740.68
48.0,57184.9,26.0,19.0,46.2,8.08,HR,Chittagong,4.0,3.0,39.2,0.805,26.0,7.2,61238.75
60.0,72237.48,39.0,19.0,48.3,6.59,Engineering,Khulna,3.0,7.0,14.4,0.347,37.0,0.0,74001.78
67.0,292741.87,48.0,13.0,38.0,4.44,Sales,Rajshahi,3.0,4.0,7.0,0.936,46.0,7.4,263703.9
54.0,68913.17,35.0,12.0,34.7,6.51,HR,Rajshahi,1.0,10.0,57.5,0.401,34.0,0.0,68530.4
,68819.4,23.0,13.0,36.0,7.13,HR,Dhaka,5.0,2.0,10.7,0.263,23.0,9.4,63663.08
25.0,39883.37,4.0,17.0,35.9,7.35,Engineering,Rajshahi,3.0,8.0,14.0,0.615,3.0,6.2,33341.81
49.0,63832.07,29.0,11.0,41.7,4.99,Sales,Khulna,3.0,12.0,37.1,0.436,29.0,3.8,66792.56
66.0,69527.03,44.0,9.0,32.2,7.16,Sales,Ctg,5.0,6.0,27.7,0.13,44.0,3.6,74163.17
35.0,65414.84,14.0,8.0,39.7,5.04,Sales,Dhaka,3.0,6.0,19.6,0.657,13.0,9.0,57665.37
48.0,57424.92,27.0,14.0,39.0,8.7,Finance,Rajshahi,4.0,3.0,13.1,0.29,25.0,10.8,59948.31
58.0,63910.01,37.0,19.0,31.1,6.72,Sales,Dhaka,2.0,3.0,9.2,0.191,36.0,5.9,68927.88
37.0,34902.22,15.0,18.0,0.0,7.35,Sales,Rajshahi,4.0,5.0,,0.461,15.0,4.7,31711.16
25.0,39275.65,5.0,8.0,49.2,7.69,Sales,Chittagong,2.0,4.0,4.4,0.656,4.0,6.3,28128.6
54.0,65542.44,36.0,9.0,34.4,6.7,Engineering,khulna,5.0,1.0,1.3,0.552,34.0,5.8,70146.69
,66955.54,37.0,13.0,34.2,10.0,Marketing,Dhaka,5.0,2.0,5.4,0.732,35.0,3.4,72752.23
55.0,66412.61,37.0,10.0,39.1,7.64,HR,Chittagong,5.0,9.0,28.6,0.599,37.0,8.1,75887.0
50.0,61321.22,29.0,10.0,42.6,4.74,Engineering,Chittagong,3.0,7.0,2.7,0.492,29.0,5.0,55100.48
60.0,74418.38,38.0,15.0,42.4,8.22,HR,Khulna,4.0,5.0,28.0,0.541,38.0,9.2,77687.77
24.0,39803.63,3.0,8.0,40.8,4.38,Marketing,Khulna,4.0,5.0,3.0,0.586,3.0,7.1,31523.19
28.0,39100.94,10.0,15.0,51.1,7.13,Finance,Khulna,3.0,6.0,13.7,0.886,8.0,,35880.19
,55825.95,41.0,13.0,40.8,8.15,Marketing,Chittagong,3.0,4.0,33.2,0.228,39.0,3.5,58975.34
50.0,59658.46,29.0,10.0,43.6,6.15,HR,Chittagong,3.0,3.0,48.9,0.757,27.0,1.8,58235.04
28.0,37455.61,10.0,17.0,41.3,5.44,Engineering,Dhaka,3.0,5.0,8.7,0.725,8.0,,42136.23
57.0,67224.45,35.0,13.0,47.9,4.51,HR,Dhaka,,2.0,59.3,0.312,35.0,6.8,63943.23
62.0,68660.79,44.0,16.0,29.1,5.81,HR,Rajshahi,4.0,5.0,13.8,0.319,43.0,6.8,69359.24
48.0,45264.88,29.0,10.0,,4.41,Finance,Chittagong,1.0,5.0,34.0,0.02,29.0,0.0,46509.72
68.0,94752.24,48.0,17.0,39.0,5.98,Engineering,Dhaka,,4.0,2.0,0.664,46.0,4.2,83572.78
45.0,39538.91,27.0,14.0,35.1,6.69,Engineering,Dhaka,2.0,6.0,39.0,0.158,27.0,12.9,41091.6
67.0,75241.99,46.0,9.0,55.4,6.54,Engineering,Chittagong,5.0,5.0,13.7,0.619,45.0,2.2,77829.89
62.0,75947.82,44.0,11.0,37.9,7.09,Finance,Dhaka,2.0,9.0,13.1,0.263,43.0,0.0,71305.29
64.0,73862.2,44.0,14.0,50.2,6.64,Finance,Sylhet,5.0,4.0,22.2,0.331,44.0,3.7,73536.87
32.0,40094.96,12.0,12.0,33.3,8.92,Engineering,Khulna,4.0,1.0,24.5,0.516,11.0,12.2,43583.92
22.0,43306.89,1.0,9.0,38.6,4.52,Engineering,DHAKA,5.0,5.0,29.0,0.112,0.0,10.4,40734.62
61.0,86540.72,39.0,16.0,43.1,8.32,Sales,Chittagong,,6.0,20.2,0.627,38.0,3.6,74409.23
,37231.09,5.0,8.0,51.4,6.04,Engineering,Khulna,3.0,9.0,0.7,0.19,3.0,1.5,37945.6
53.0,53713.8,35.0,13.0,,7.39,Marketing,Khulna,5.0,3.0,2.7,0.114,,6.3,66008.03
47.0,51435.73,29.0,17.0,30.1,8.05,HR,Chittagong,4.0,5.0,18.9,0.498,28.0,11.2,59550.88
44.0,63734.15,25.0,19.0,48.0,6.49,Marketing,Dhaka,4.0,,6.6,0.764,24.0,3.1,66547.73
48.0,57277.0,29.0,17.0,38.6,6.87,Marketing,Rajshahi,2.0,6.0,69.1,0.644,28.0,,56708.35
68.0,74111.58,46.0,11.0,39.4,8.31,Finance,Dhaka,5.0,3.0,42.6,0.389,45.0,4.1,79452.04
35.0,56779.66,13.0,14.0,43.2,6.23,Engineering,Dhaka,5.0,4.0,3.2,0.706,11.0,1.4,48216.66
48.0,51672.96,26.0,9.0,32.5,5.24,Marketing,Chittagong,4.0,9.0,3.0,0.58,24.0,8.9,55421.82
49.0,70145.27,30.0,14.0,36.3,9.25,Engineering,Chittagong,1.0,3.0,,0.673,29.0,3.1,72986.12
20.0,27489.35,2.0,11.0,15.9,9.69,Sales,Sylhet,,3.0,46.3,0.461,2.0,2.9,24921.47
28.0,44377.22,6.0,14.0,36.3,8.49,Finance,Chittagong,4.0,5.0,2.8,0.635,4.0,1.1,41633.54
20.0,31773.24,2.0,18.0,38.2,5.98,Finance,Sylhet,3.0,3.0,68.8,0.724,2.0,7.8,27806.28
,70439.69,41.0,14.0,61.0,6.42,Finance,Khulna,4.0,2.0,15.6,0.429,39.0,0.0,70160.19
25.0,50082.49,6.0,,44.3,7.63,Sales,Khulna,2.0,3.0,10.7,0.659,6.0,12.0,40571.07
61.0,54911.18,,15.0,42.8,6.28,Engineering,Rajshahi,4.0,6.0,31.3,0.814,,1.2,57977.42
39.0,57298.15,18.0,17.0,41.1,7.38,Marketing,Dhaka,4.0,5.0,36.8,0.455,16.0,0.0,55016.45
68.0,76755.77,50.0,15.0,43.9,9.26,Marketing,Chittagong,3.0,2.0,14.3,0.698,50.0,4.5,74005.11
58.0,75828.76,38.0,17.0,39.7,9.42,Sales,Chittagong,5.0,3.0,21.1,0.493,36.0,14.3,75423.63
49.0,63392.95,27.0,15.0,41.1,8.41,Finance,Rajshahi,,2.0,0.1,0.176,25.0,0.0,57313.2
42.0,51563.85,24.0,17.0,43.5,5.09,HR,Khulna,5.0,6.0,35.8,0.898,23.0,9.1,53531.77
35.0,48042.45,17.0,9.0,31.5,,Finance,Khulna,2.0,3.0,12.7,0.183,17.0,5.8,33528.85
37.0,54402.91,17.0,9.0,47.5,6.35,Marketing,Sylhet,4.0,4.0,11.5,0.118,15.0,2.8,47892.67
22.0,46664.73,3.0,16.0,44.1,8.01,Marketing,Rajshahi,5.0,,5.5,0.925,2.0,7.8,37278.3
58.0,,40.0,10.0,53.4,7.41,HR,Chittagong,5.0,4.0,9.3,0.19,39.0,7.4,70170.77
